id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;hoekverhouding kruising;aanschafdatum;eigenaar (economisch);bewapening;dikte ballast;hoofdspoor/zijspoor;profiel;smeerloze constructie;soort ballast;soort Wisselligger;generiek tekeningnummer;voegloos;monitoring;aangesloten wisselverwarming;operatie;producent;projectdefinitie;xY nauwkeurig begin gemeten;baanvaksnelheid goederen;baanvaksnelheid reizigers;dagtonnage reizigers;ondergrond (BAAN_ONDERGRONDWSL);in bestrating;plaatsingsdatum;kruisingnummer;datacollectie;theoretisch vervangingsjaar;afschrijvingsgroep;wissel classificatie;theoretische levensduur;bediening classificatie;beheerder;beheerder Extra Info;datum eerste plaatsing;locatie functioneel;xY nauwkeurig eind gemeten;spoorafstand;lTD tekeningnummer;economisch vervangingsjaar;technisch vervangingsjaar;inspectiejaar;hergebruikt object?;dagtonnage goederen;fictief tonnage;undersleeperpad aanwezig?;naam 3;opmerkingen;oud equipment;opmerking;naam 4;geokunststoffen;producent + type geokunststof;naam 2;naam 1
Dataset-Fysiek_object-11550043;11550043;586-308-1000312197;586 Kruising 914K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;81.089.000;81.097.000;0.007000;M;914K;VRIJ;1000;1000;09B;P2108-586;2014044;26-8-2019 00:00;808956;308;B;01:09;7-11-2015 00:00;ProRail;Indirecte bevestiging;Geen ballast;Hoofdspoor;5,40E+02;Austrorollen;Geen ballast;Hout;411830;Ja;Geen;Geen;WIJZIGEN;WBN;Z-156402;BBK (<=28cm);40;40;;Ballastloze constructie;Nee;7-11-2015 00:00;914K;Dataverbetering;1-1-2050 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;35;I;;;;;;;;;;;Nee;;;;;;10266382;;;;;;
Dataset-Fysiek_object-10101839;10101839;924-308-1000311733;924 Kruising 3275K 1: 4,5;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;99;Kijfhoek;INGB;B;34.236.000;34.255.000;0.019000;M;3275K;PROJ PRCB;1000;1000;99B;P2308-924;2017412;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1986 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;4,60E+04;Geen;Steenslag 31,5/50;Hout;44170;Nee;Geen;;;RAILPRO;K-003995;;;;;;;1-1-1986 00:00;3275K;Mutaties vanuit projecten;1-1-2015 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;29;IV;;;;;;;;;31-12-2018 00:00;1-1-2016 00:00;;;;;aanvulling movaris dd 31-01-2123;BALLAST & DWL VERVANGEN 2012;;(K-003995);FV-2205-110406;;;;
Dataset-Fysiek_object-10120729;10120729;517-308-1000311761;517 Kruising 35K 1: 9;Kruising;517;Venlo;Niet van toepassing;Niet van toepassing;3;Zuid;27;Venlo;INGB;B;69.025.000;69.025.000;;M;35K;VRIJ;1000;1000;27B;P3208-517;2019232;24-9-2019 00:00;1016222;308;B;01:09;1-1-1992 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 22/40;Hout;410606;Nee;Geen;Niet van toepassing;;ONBEKEND;;Objectregistratie (<=1.5m);60;;;;Nee;1-1-1992 00:00;35K;Dataverbetering;1-1-2022 00:00;3:  40.000 < Tf <= 80.000;C:  Centr bed en licht belast;30;IV;ProRail;Niet van toepassing;1-1-1992 00:00;VL;Objectregistratie (<=1.5m);Afwijkende spoorafstand;410606;;;;;;;;2007-2010;;;;;;;;
Dataset-Fysiek_object-10202024;10202024;609-308-1000311831;609 Krs 81K;Kruising;609;Zutphen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;31;IJsselstreek;INGB;B;27.852.000;27.874.000;0.007000;M;81K;VRIJ;1000;1000;31B;P1208-609;2015786;12-12-2018 00:00;808956;308;B;;1-11-2004 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;;Steenslag 31,5/50;Beton;414581;Ja;Geen;Geen;SANEREN;KLOOS OVING;Z-156402;BBK (<=28cm);60;60;;Ballast op zand;Nee;1-11-2004 00:00;81K;Dataverbetering;1-1-2049 00:00;6:  Tf <= 5.000 (lichtst bel.);B:  Centr bed en middel belast;45;I;;;1800-01-31 00: 00;;;5;1545923;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10266560;10266560;620-308-1000311945;620 Kruising 922K 1: 4,5;Kruising;620;Alkmaar;Niet van toepassing;Niet van toepassing;4;Randstad Noord;7;Alkmaar;INGB;B;42.236.000;42.236.000;;M;922K;VRIJ;1000;1000;07B;P2108-620;2014470;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;411793;Ja;Geen;Niet van toepassing;WIJZIGEN;PARIS OUTREAU (NA 1984 FAO);;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2003 00:00;922K;Dataverbetering;1-1-2063 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;;AMR;Objectregistratie (<=1.5m);4,35;ONBEKEND;;;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-11542563;11542563;539-308-1000312187;539 Kruising 45K 1: 4,5;Kruising;539;Schiedam Centrum;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;3;Rotterdam;INGB;B;79.234.000;79.234.000;;M;45K;PROJ;1000;1000;03B;;2016866;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2001 00:00;ProRail;Indirecte bevestiging;;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;ONBEKEND;Nee;Geen;Geen;WIJZIGEN;RAILPRO;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2001 00:00;45K;Dataverbetering;1-1-2026 00:00;4:  20.000 < Tf <= 40.000;B:  Centr bed en middel belast;25;IV;ProRail;Niet van toepassing;1-1-2001 00:00;SDM;BBK (<=28cm);Afwijkende spoorafstand;;;1-1-2018 00:00;1-1-2016 00:00;;;;;;;;;;;;;
Dataset-Fysiek_object-11620825;11620825;478-308-1000351684;478 Kruising 1359K 1: 1,75;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;3.121.000;3.135.000;0.014000;M;1359K;VRIJ;1000;1000;04B;;;12-12-2018 00:00;808956;308;B;;;ProRail;Indirecte bevestiging;;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;;Ja;Geen;Niet van toepassing;WIJZIGEN;Vossloh Cogifer Kloos BV;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2012 00:00;1359K;Dataverbetering;;;;;;ProRail;;1-1-2012 00:00;PPLG_MVTYZ;;Asymmentrisch;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10120872;10120872;520-308-1000311773;520 Kruising 145K 1: 4,5;Kruising;520;Maastricht;Niet van toepassing;Niet van toepassing;3;Zuid;26;Maastricht;INGB;B;0.750000;0.750000;;M;145K;VRIJ;1000;1000;26B;P3208-520;2018512;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2005 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;4,60E+04;Geen;Steenslag 31,5/50;Beton;412827;Nee;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;Objectregistratie (<=1.5m);;;;;Nee;1-1-2005 00:00;145K;Dataverbetering;1-1-2035 00:00;4:  20.000 < Tf <= 40.000;C:  Centr bed en licht belast;;IV;ProRail;Niet van Toepassing;;MT;Objectregistratie (<=1.5m);Afwijkende spoorafstand;ONBEKEND;;;;;;;;;M-002047;;;;;;;
Dataset-Fysiek_object-10101531;10101531;560-308-1000311721;560 Kruising 51K 1: 4,5;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;24.880.000;24.880.000;;M;51K;VRIJ;1000;1000;02B;P2308-560;2017030;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1989 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411034;Nee;Geen;Niet van toepassing;WIJZIGEN;WBB;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-1989 00:00;51K;Dataverbetering;1-1-2024 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;1-1-1989 00:00;GVC;BBK (<=28cm);4,5;;31-12-2020 00:00;31-12-2019 00:00;1-1-2013 00:00;;;;;;NVT;;MB wissel wordt vernieuwd in project ombouw GVC richtlijn 2013 K-04803;;;;;
Dataset-Fysiek_object-10266206;10266206;546-308-1000311919;546 Kruising 903K 1: 7,5;Kruising;546;Blauwkapel;Niet van toepassing;Niet van toepassing;4;Randstad Noord;13;Utrecht;INGB;B;12.778.000;12.778.000;;M;903K;VRIJ;1000;1000;13B;P2208-546;2020167;30-9-2019 00:00;P1000338;308;B;01:07,5;1-1-1998 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;413270;Ja;Geen;Nee;WIJZIGEN;RAOLPR;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1998 00:00;903K;Dataverbetering;1-1-2033 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;Niet van toepassing;ProRail;Niet van toepassing;;BKP;Objectregistratie (<=1.5m);;GEEN LTD;;;;;;;;;GEBOGEN KRUISING;;;;;;;
Dataset-Fysiek_object-10266290;10266290;586-308-1000311923;586 Kruising 910K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.378.000;80.378.000;;M;910K;VRIJ;1000;1000;09B;P2108-586;2014085;26-9-2019 00:00;999193;308;B;01:09;1-1-1999 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;413849;Ja;Geen;Niet van toepassing;1 OP 1 VERVANGING;Railpro;L-004917;BBK (<=28cm);;;25.800;Ballast op zand;Nee;16-9-2019 00:00;910K;Mutaties vanuit projecten;1-1-2044 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;25;I;ProRail;;;;;4,5;1570470;31-12-2019 00:00;1-1-2044 00:00;;Nee;;;Nee;;Hoekverhouding 1: 8;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10266736;10266736;626-308-1000311949;626 Kruising 950K 1: 4,5;Kruising;626;Hoorn;Niet van toepassing;Niet van toepassing;4;Randstad Noord;6;Heerhugowaard;INGB;B;32.396.000;32.399.000;0.003000;M;25K;VRIJ;1000;1000;06B;P2108-626;2014503;4-9-2019 00:00;931097;308;B;01:04,5;1-1-1992 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Austrorollen;Steenslag 31,5/50;Beton;415088;Ja;Geen;;WIJZIGEN;WBN;L-004893;;;;;;Nee;1-10-2017 00:00;950K;Mutaties vanuit projecten;1-1-2062 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;IV;ProRail;;;;;4;;;;1-1-2015 00:00;;;;Nee;;;;;;;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10519381;10519381;163-308-1000311959;163 Kruising 955K 1: 9;Kruising;163;Rotterdam Lombardijen - Rotterdam Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;44.251.000;44.278.000;0.027000;M;955K;VRIJ;1000;1000;05B;P2308-163;2017686;26-8-2019 00:00;808956;308;B;01:09;1-1-1993 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;413203;Ja;Geen;Niet van toepassing;;RAILPRO;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1993 00:00;955K;Dataverbetering;1-1-2028 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;RTST;BBK (<=28cm);;;1-1-2018 00:00;1-1-2018 00:00;1-1-2014 00:00;;;;;;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-11546321;11546321;553-308-1000312195;553 Kruising 275K 1: 4,5;Kruising;553;Sittard;Niet van toepassing;Niet van toepassing;3;Zuid;25;Roermond;INGB;B;21.828.000;21.828.000;;M;275K;VRIJ;1000;1000;25B;P3208-553;2019593;26-8-2019 00:00;808956;308;B;01:04,5;1-8-2015 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415089;Ja;Geen;Niet van toepassing;WIJZIGEN;Vossloh Cogifer Kloos BV;M-004130;Objectregistratie (<=1.5m);;;;;Nee;1-8-2015 00:00;275K;Dataverbetering;1-1-2075 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van Toepassing;;STD;Objectregistratie (<=1.5m);4,5;ONBEKEND;;;1-1-2016 00:00;;;;;;;10121186;;;;;;
Dataset-Fysiek_object-10101261;10101261;536-308-1000311707;536 Kruising 223K 1: 4,5;Kruising;536;Den Haag HS;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;60.639.000;60.659.000;0.020000;M;223K;VRIJ;1000;1000;02B;P2308-536;2017100;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;Niet van toepassing;1 OP 1 VERVANGING;RAILPRO;K-006004;BBK (<=28cm);;;;Ballast op zand;Nee;14-8-2017 00:00;223K;Mutaties vanuit projecten;1-1-2030 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;14-8-2017 00:00;GV;BBK (<=28cm);4,5;;;;1-1-2016 00:00;Nee;;;Nee;;NVT;;;;Nee;;;
Dataset-Fysiek_object-10101416;10101416;555-308-1000311713;555 Kruising 255K 1: 4,5;Kruising;555;Rotterdam Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;3;Rotterdam;INGB;B;83.428.000;83.428.000;;M;255K;VRIJ;1000;1000;03B;P2308-555;2016936;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2004 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415091;Nee;Geen;Geen;WIJZIGEN;KLOOS OVING;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2004 00:00;255K;Dataverbetering;1-1-2039 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;;ProRail;Niet van toepassing;1-1-2004 00:00;RTD;BBK (<=28cm);5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10121025;10121025;545-308-1000311779;545 Kruising 153K 1: 4,5;Kruising;545;Roosendaal;Niet van toepassing;Niet van toepassing;3;Zuid;19;Roosendaal;INGB;B;23.003.000;23.010.000;0.007000;M;153K;VRIJ;1000;1000;19B;P3108-545;2019480;26-8-2019 00:00;808956;308;B;01:04,5;1-6-1988 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;4,60E+04;Geen;Ballastgrind;Beton;415090;Ja;Geen;N.v.t.;WIJZIGEN;ONBEKEND;Z-156402;Onbekende nauwkeurigheid;40;40;999;Ballast op zand;Nee;1-6-1988 00:00;153K;Dataverbetering;1-1-2013 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;;;;Nee;999;999;;;;;;;;;;
Dataset-Fysiek_object-10202032;10202032;609-308-1000311833;609 Krs 91K;Kruising;609;Zutphen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;31;IJsselstreek;INGB;B;27.545.000;27.554.000;0.007000;M;91K;VRIJ;1000;1000;31B;P1208-609;2015794;12-12-2018 00:00;808956;308;B;;1-11-2004 00:00;ProRail;Indirecte bevestiging;< 15 cm;Hoofdspoor;5,40E+02;;;Beton;412829;Ja;Geen;Geen;SANEREN;KLOOS OVING;Z-156402;BBK (<=28cm);40;40;;Ballastloze constructie;Nee;1-11-2004 00:00;91K;Dataverbetering;1-1-2064 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;60;I;;;1800-01-31 00: 00;;;;;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10265620;10265620;522-308-1000311867;522 Kruising 954K 1: 6;Kruising;522;Uitgeest;Niet van toepassing;Niet van toepassing;4;Randstad Noord;7;Alkmaar;INGB;B;58.174.000;58.174.000;;M;954K;VRIJ;1000;1000;07B;P2108-522;2020148;26-8-2019 00:00;808956;308;B;01:06;1-1-1988 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Hout;410998;Ja;Geen;Niet van toepassing;WIJZIGEN;BUTZBACHER WEICHENBAU;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1988 00:00;954K;Dataverbetering;1-1-2023 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;UTG;Objectregistratie (<=1.5m);5;ONBEKEND;;;1-1-2012 00:00;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10265311;10265311;485-308-1000311845;485 Kruising 901K 1: 4;Kruising;485;Amsterdam Hemhaven (gebied);Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;100.875.000;100.875.000;;M;901K;VRIJ;1000;1000;09B;P2108-485;2013182;26-8-2019 00:00;808956;308;B;01:04;1-1-1989 00:00;ProRail;Gedeeltelijk dir bevestiging;> 25 cm;Zijspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Hout;47896;Nee;Geen;Geen;WIJZIGEN;;L-004864;Objectregistratie (<=1.5m);;;;;Nee;1-1-1989 00:00;901K;Mutaties vanuit projecten;1-1-2024 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;35;IV;ProRail;;;ASDH;Objectregistratie (<=1.5m);4,5;;;;1-1-2013 00:00;Ja;;;;;Houten vervangen dd 30-6-2017;;marjon 12jan17:  van proj gehaald omdat er geen openstaand invulprofiel;;;;;
Dataset-Fysiek_object-10564121;10564121;924-308-1000311983;924 Kruising 349K 1: 9;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;99;Kijfhoek;INGB;B;36.222.000;36.253.000;0.031000;M;349K;VRIJ;1000;1000;99B;P2308-924;2017499;26-8-2019 00:00;808956;308;B;01:09;1-1-1994 00:00;ProRail;Indirecte bevestiging;15-25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411033;Ja;Geen;;;WBB;R-07700E;;40;;;;;1-1-1994 00:00;349K;Mutaties vanuit projecten;1-1-2029 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;35;IV;;;;;;;;;;1-1-2025 00:00;;;;;aanvulling movaris dd 31-01-2159;NVT;;UPGE III Voegloos;FV-2205-110406;;;;
Dataset-Fysiek_object-10552126;10552126;542-308-1000311975;542 Kruising 1233K 1: 4,5;Kruising;542;Dordrecht;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;29.760.000;29.788.000;0.028000;M;1233K;VRIJ PRCB;1000;1000;05B;P2308-542;2020189;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1993 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;411813;Ja;Geen;Niet van toepassing;;WBN;K-006020;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1993 00:00;1233K;Dataverbetering;1-1-2028 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;17-4-2017 00:00;DDR;BBK (<=28cm);4,5;1540407;;;1-1-2013 00:00;Nee;;;Nee;;"XY:  105078.964; 424597.314";;Ldv TVVJ 01.01.2016;FV-2205-110406;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10789424;10789424;555-308-1000312065;555 Kruising 273K 1: 4,5;Kruising;555;Rotterdam Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;3;Rotterdam;INGB;B;83.584.000;83.584.000;;M;273K;VRIJ;1000;1000;03B;P2308-555;2022681;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Geen;WIJZIGEN;KLOOS OVING;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2003 00:00;273K;Dataverbetering;1-1-2048 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;IV;ProRail;Niet van toepassing;1-1-2003 00:00;RTD;BBK (<=28cm);4,5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10956942;10956942;503-308-1000312075;503 Kruising 101K 1: 4,5;Kruising;503;Deventer;Niet van toepassing;Niet van toepassing;2;Noord-Oost;31;IJsselstreek;INGB;B;43.632.000;43.640.000;0.007000;M;101K;VRIJ;1000;1000;31B;P1208-503;2024824;26-8-2019 00:00;808956;308;B;01:04,5;1-11-2007 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Geen;SANEREN;KLOOS OVING;Z-156402;Onbekende nauwkeurigheid;40;40;;Ballast op zand;Nee;1-11-2007 00:00;101K;Dataverbetering;1-1-2052 00:00;6:  Tf <= 5.000 (lichtst bel.);B:  Centr bed en middel belast;45;I;;;1800-01-31 00: 00;;;;;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11015681;11015681;503-308-1000312093;503 Krs 87K;Kruising;503;Deventer;Niet van toepassing;Niet van toepassing;2;Noord-Oost;31;IJsselstreek;INGB;B;43.916.000;43.940.000;0.007000;M;87K;VRIJ;1000;1000;31B;P1208-503;2025309;12-12-2018 00:00;808956;308;B;;16-10-2009 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;;Steenslag 31,5/50;Beton;420306;Ja;Geen;Geen;SANEREN;WBB;Z-156402;Onbekende nauwkeurigheid;40;40;;Ballast op zand;Nee;16-10-2009 00:00;87K;Dataverbetering;1-1-2054 00:00;6:  Tf <= 5.000 (lichtst bel.);B:  Centr bed en middel belast;45;I;;;1800-01-31 00: 00;;;;;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11441068;11441068;586-308-1000312133;586 Kruising 981K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.329.000;80.338.000;0.007000;M;981K;VRIJ;1000;1000;09B;P2108-586;2014087;26-8-2019 00:00;808956;308;B;01:09;1-1-2012 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Geen;SANEREN;Vossloh Congifer Kloos;Z-156402;BBK (<=28cm);40;40;25.800;Ballast op zand;Nee;1-1-2012 00:00;981K;Dataverbetering;1-1-2057 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;I;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11543001;11543001;531-308-1000312189;531 Kruising 9030K 1: 9;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;13;Utrecht;INGB;B;35.813.000;35.832.000;0.019000;M;9030K;VRIJ;1000;1000;13B;;;26-8-2019 00:00;808956;308;B;01:09;13-7-2015 00:00;ProRail;;;Hoofdspoor;;;;;;;;;;WBN;R-3SUN13;Niet van toepassing;;;;;;13-7-2015 00:00;9030K;Dataverbetering;;;;;;;;13-7-2015 00:00;;;;;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11620826;11620826;938-308-1000351686;938 Kruising 4583K 1: 4,5;Kruising;938;CUP Valburg;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;71;A15trace;INGB;B;2.375.000;2.375.000;;M;4583K;VRIJ;1000;1000;71B;;;26-8-2019 00:00;808956;308;B;01:04,5;;ProRail;Indirecte bevestiging;;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414773;Ja;Geen;Niet van toepassing;WIJZIGEN;WBN;Z-166414;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-2002 00:00;4583K;Dataverbetering;;;;;;ProRail;;1-1-2002 00:00;BRCUP;;4,5;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11625311;11625311;603-308-1000367482;603 Kruising 145K 1: 4,5;Kruising;603;Zwolle;Niet van toepassing;Niet van toepassing;2;Noord-Oost;34;Overijssel;INGB;B;3.324.000;3.324.000;;M;145K;VRIJ;1000;1000;34B;P1108-603;2016014;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2002 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Ballastgrind;Beton;420306;Ja;Geen;;;WBN;Z-156402;Onbekende nauwkeurigheid;40;40;999;Ballast op klei/veen;Nee;1-1-2002 00:00;145K;Initi?le vulling;1-1-2055 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1-1-2002 00:00;ZL;;4,5;;;;;Nee;999;999;;;;;;;;;;
Dataset-Fysiek_object-10101173;10101173;534-308-1000311701;534 Kruising 1007K 1: 4,5;Kruising;534;Leiden Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;1;Leiden;INGB;B;44.710.000;44.729.000;0.019000;M;1009K;VRIJ;1000;1000;01B;P2308-534;2012475;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1995 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;420024;Nee;Geen;;WIJZIGEN;RAILPRO;Z-156402;Onbekende nauwkeurigheid;40;40;999;;Nee;1-1-1995 00:00;1007K;Dataverbetering;1-1-2027 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;ProRail;;1800-01-31 00: 00;;;;;;;1-1-2015 00:00;Nee;999;999;;;NVT;;;FV-2205-110406;;;;
