id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;hoekverhouding kruising;aanschafdatum;eigenaar (economisch);bewapening;dikte ballast;hoofdspoor/zijspoor;profiel;smeerloze constructie;soort ballast;soort Wisselligger;generiek tekeningnummer;voegloos;monitoring;aangesloten wisselverwarming;operatie;producent;projectdefinitie;xY nauwkeurig begin gemeten;baanvaksnelheid goederen;baanvaksnelheid reizigers;dagtonnage reizigers;ondergrond (BAAN_ONDERGRONDWSL);in bestrating;plaatsingsdatum;kruisingnummer;datacollectie;theoretisch vervangingsjaar;afschrijvingsgroep;wissel classificatie;theoretische levensduur;bediening classificatie;beheerder;beheerder Extra Info;datum eerste plaatsing;locatie functioneel;xY nauwkeurig eind gemeten;spoorafstand;lTD tekeningnummer;economisch vervangingsjaar;technisch vervangingsjaar;inspectiejaar;hergebruikt object?;dagtonnage goederen;fictief tonnage;undersleeperpad aanwezig?;naam 3;opmerkingen;oud equipment;opmerking;naam 4;geokunststoffen;producent + type geokunststof;naam 2;naam 1
Dataset-Fysiek_object-10525561;10525561;927-308-1000311961;927 Kruising 950K 1: 9;Kruising;927;Watergraafsmeer;Niet van toepassing;Niet van toepassing;4;Randstad Noord;11;Weesp;INGB;B;905.661.000;905.669.000;0.008000;M;950K;VRIJ;1000;1000;11B;P2108-927;2020171;26-8-2019 00:00;808956;308;B;01:09;1-1-1995 00:00;ProRail;Indirecte bevestiging;15-25 cm;Zijspoor;4,60E+04;Switchglides;Steenslag 31,5/50;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1995 00:00;950K;Dataverbetering;1-1-2032 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;29;IV;ProRail;Niet van toepassing;;WGM;Objectregistratie (<=1.5m);4,5;GEEN LTD;31-12-2022 00:00;31-12-2022 00:00;;;;;Ja;;BRB KR908K - 586;;"927 Wgm krs 950K ""E"" (ts 952-944AB)";;;;;
Dataset-Fysiek_object-10525597;10525597;927-308-1000311967;927 Kruising 9003K 1: 4,5;Kruising;927;Watergraafsmeer;Niet van toepassing;Niet van toepassing;4;Randstad Noord;11;Weesp;INGB;B;905.414.000;905.424.000;0.010000;M;9003K;VRIJ;1000;1000;11B;P2108-927;2020141;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411034;Ja;Geen;Niet van toepassing;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1994 00:00;9003K;Dataverbetering;1-1-2029 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;WGM;Objectregistratie (<=1.5m);4,5;GEEN LTD;31-12-2023 00:00;31-12-2023 00:00;;;;;Ja;;;;"927 Wgm krs 9003K  ""C"" (ts 3073A-3073B)";;;;;
Dataset-Fysiek_object-10577971;10577971;924-308-1000311987;924 Kruising 3551K 1: 9;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;99;Kijfhoek;INGB;B;35.518.000;35.543.000;0.025000;M;3551K;VRIJ;1000;1000;99B;P2308-924;2017523;26-8-2019 00:00;808956;308;B;01:09;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411972;Ja;Geen;;;WBB;R-07700E;;;;;;;1-1-1994 00:00;3551K;Mutaties vanuit projecten;1-1-2029 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;35;IV;;;;;;;;;;1-1-2016 00:00;;;;;;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10657075;10657075;506-308-1000312019;506 Kruising 911K 1: 4,5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;4;Randstad Noord;12;Amersfoort;INGB;B;44.548.000;44.548.000;;M;201BA;VRIJ;1000;1000;12B;P2208-506;2020137;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1996 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;4,60E+04;Ekos-rollen;Steenslag 31,5/50;Hout;414111;Ja;Geen;Nee;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1996 00:00;911K;Dataverbetering;1-1-2025 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;29;IV;ProRail;Niet van toepassing;;AMF;Objectregistratie (<=1.5m);Asymmetrisch;GEEN LTD;31-12-2022 00:00;31-12-2022 00:00;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10674847;10674847;600-308-1000312045;600 Bew.Kruising 1025K 1: 15;Kruising;600;Sauwerd;Niet van toepassing;Niet van toepassing;2;Noord-Oost;37;Groningen;INGB;B;11.138.000;11.138.000;;M;1025K;VRIJ;1000;1000;37B;P1108-600;2016629;26-8-2019 00:00;808956;308;B;01:15;1-1-2004 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420256;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;Objectregistratie (<=1.5m);80;;;Ballast op zand;Nee;1-1-2004 00:00;1025K;Dataverbetering;1-1-2057 00:00;5:  5.000 < Tf <= 20.000;C:  Centr bed en licht belast;53;IV;ProRail;Niet van toepassing;1-1-2004 00:00;SWD;Objectregistratie (<=1.5m);5,3;420256;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10994138;10994138;560-308-1000312087;560 Kruising 41A-L-K 1: 9;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;24.909.000;24.940.000;0.031000;M;41A-L-K;VRIJ;1000;1000;02B;P2308-560;2017915;26-8-2019 00:00;808956;308;B;01:09;1-1-2006 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414581;Ja;Geen;Niet van toepassing;1 OP 1 VERVANGING;Vossloh/Cogifer;K-006004;BBK (<=28cm);;;;Ballast op klei/veen;Nee;14-5-2018 00:00;41A-L-K;Mutaties vanuit projecten;1-1-2071 00:00;5:  5.000 < Tf <= 20.000;C:  Centr bed en licht belast;53;IV;ProRail;Niet van toepassing;14-5-2018 00:00;GVC;BBK (<=28cm);4,5;;;;1-1-2025 00:00;Nee;;;Nee;;NVT;;wissel wordt vernieuwd in project ombouw GVC richtlijn 2013;;geogrid + filtervlies;;;
Dataset-Fysiek_object-11282033;11282033;606-308-1000312117;606 Kruising 103K 1: 9;Kruising;606;Almelo;Niet van toepassing;Niet van toepassing;2;Noord-Oost;32;Twente;INGB;B;0.931000;0.931000;;M;103K;VRIJ;1000;1000;32B;P1208-606;2016125;26-8-2019 00:00;808956;308;B;01:09;1-10-2011 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Niet van toepassing;WIJZIGEN;WBB;D-002118;BBK (<=28cm);;;;Ballast op zand;Nee;1-10-2011 00:00;103K;Dataverbetering;1-1-2056 00:00;4:  20.000 < Tf <= 40.000;B:  Centr bed en middel belast;45;IV;ProRail;Niet van toepassing;1-10-2011 00:00;AML;BBK (<=28cm);4,5;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10120684;10120684;517-308-1000311757;517 Kruising 141K 1: 4,5;Kruising;517;Venlo;Niet van toepassing;Niet van toepassing;3;Zuid;27;Venlo;INGB;B;69.793.000;69.793.000;;M;141K;VRIJ;1000;1000;27B;P3208-517;2019090;24-9-2019 00:00;1016222;308;B;01:04,5;1-1-1991 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 22/40;Hout;411972;Ja;Geen;Niet van toepassing;;ONBEKEND;;Objectregistratie (<=1.5m);60;;;;Nee;1-1-1991 00:00;141K;Dataverbetering;1-1-2021 00:00;3:  40.000 < Tf <= 80.000;C:  Centr bed en licht belast;30;IV;ProRail;Niet van toepassing;1-1-1991 00:00;VL;Objectregistratie (<=1.5m);5,3;411972;31-12-2023 00:00;31-12-2023 00:00;;;;;;2007-2014;;;;;;;0000-2004;
Dataset-Fysiek_object-10265742;10265742;527-308-1000311869;527 Krs 925K;Kruising;527;Haarlem;Niet van toepassing;Niet van toepassing;4;Randstad Noord;8;Haarlem;INGB;B;16.579.000;16.587.000;;M;925K;VRIJ;1000;1000;08B;P2108-527;2013838;12-12-2018 00:00;808956;308;B;;1-1-2000 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Geen;WIJZIGEN;ONBEKEND;Z-156402;BBK (<=28cm);40;40;;Ballast op zand;Nee;1-1-2000 00:00;925K;Dataverbetering;1-1-2023 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;23;I;;;1800-01-31 00: 00;;;;;;31-12-2024 00:00;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10657092;10657092;586-308-1000312023;586 Kruising 908K 1: 9;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.195.000;80.202.000;0.007000;M;908K;VRIJ;1000;1000;09B;P2108-586;2012630;26-8-2019 00:00;808956;308;B;01:09;1-1-2003 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Ekos-rollen;Steenslag 31,5/50;Beton;412827;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);40;40;25.800;Ballast op zand;Nee;1-1-2003 00:00;908K;Dataverbetering;1-1-2048 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;I;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10658617;10658617;664-308-1000312037;664 Kruising 901B-907A 1: 9;Kruising;664;Rotterdam Lombardijen;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;5;Dordrecht;INGB;B;43.130.000;43.164.000;0.034000;M;901B-907A;VRIJ;1000;1000;05B;P2308-664;2017826;26-8-2019 00:00;808956;308;B;01:09;1-1-1994 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;410845;Ja;Geen;Niet van toepassing;;WBN;;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1994 00:00;901B-907A;Dataverbetering;1-1-2029 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;RTST;BBK (<=28cm);;;31-12-2020 00:00;31-12-2018 00:00;1-1-2014 00:00;;1.542;36.806;;;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-11129992;11129992;564-308-1000312097;564 Kruising 431K 1: 4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;23.578.000;23.578.000;;M;431K;VRIJ;1000;1000;02B;P2308-564;;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2004 00:00;ProRail;Indirecte bevestiging;15-25 cm;Zijspoor;5,40E+02;Geen;Steenslag 22/40;Beton;420306;Ja;Geen;Niet van toepassing;WIJZIGEN;WBB;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-2004 00:00;431K;Dataverbetering;1-1-2064 00:00;;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;1-1-2004 00:00;BKH;BBK (<=28cm);Afwijkende spoorafstand;;;;1-1-2025 00:00;;;;;;Spoorafstand 6,00m;;;;;;;
Dataset-Fysiek_object-11622347;11622347;531-308-1000356955;531 Kruising K2553 1: 9;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;13;Utrecht;INGB;B;34.523.000;34.523.000;;M;K2553;VRIJ;1000;1000;13B;;;26-8-2019 00:00;808956;308;B;01:09;;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415091;Ja;Geen;;NIEUWBOUW;WBN;R-3SUN13;;;;;Ballast op zand;Nee;17-7-2017 00:00;K2553;Mutaties vanuit projecten;1-1-2052 00:00;;;;Niet van toepassing;ProRail;;17-7-2017 00:00;UT;;5;;;;;Nee;;;Nee;;;;;;Nee;;;
Dataset-Fysiek_object-11650236;11650236;536-308-1000416552;536 Kruising 327K 1: 4,5;Kruising;536;Den Haag HS;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;61.952.000;61.952.000;;M;327K;VRIJ;1000;1000;02B;;;26-8-2019 00:00;808956;308;B;01:04,5;1800-01-31 00: 00;ProRail;Indirecte bevestiging;;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;Niet van toepassing;NIEUWBOUW;ONBEKEND;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-2007 00:00;327K;Dataverbetering;;;;;Niet van toepassing;ProRail;Niet van toepassing;1-1-2007 00:00;GV;BBK (<=28cm);4,35;;;;;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10265817;10265817;527-308-1000311875;527 Kruising 928K 77 graden (Hlm);Kruising;527;Haarlem;Niet van toepassing;Niet van toepassing;4;Randstad Noord;8;Haarlem;INGB;B;500.988.000;500.988.000;;M;928K;VRIJ;1000;1000;08B;P2108-527;2020158;26-8-2019 00:00;808956;308;B;01:4,33;1-1-2006 00:00;ProRail;Gedeeltelijk dir bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 22/40;Hout;489445;Nee;Geen;Geen;1 OP 1 VERVANGING;Vossloh Laeis;L-005049;BBK (<=28cm);60;60;;Ballast op zand;Nee;14-10-2018 00:00;928K;Mutaties vanuit projecten;1-1-2041 00:00;3:  40.000 < Tf <= 80.000;D:  Niet centraal bed. wissel;23;IV;;;14-10-2018 00:00;HLM;BBK (<=28cm);Afwijkende spoorafstand;;;;;Nee;;;Nee;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;
Dataset-Fysiek_object-10120297;10120297;127-308-1000311747;127 Kruising 453K 1: 5;Kruising;127;Roosendaal - Vlissingen;Niet van toepassing;Niet van toepassing;3;Zuid;18;Goes;INGB;B;68.398.000;68.392.000;0.006000;M;453K;VRIJ;1000;1000;18B;P3108-127;2018733;26-8-2019 00:00;808956;308;B;01:05;1-6-1992 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 22/40;Hout;411760;Ja;Geen;;WIJZIGEN;ONBEKEND;Z-156402;Onbekende nauwkeurigheid;;40;999;;;1-6-1992 00:00;453K;Dataverbetering;1-1-2032 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;;1-1-2199 00:00;;Nee;999;999;;P.E;;;;ingesloten krs;;;;
Dataset-Fysiek_object-10121015;10121015;545-308-1000311775;545 Kruising 131K 1: 5;Kruising;545;Roosendaal;Niet van toepassing;Niet van toepassing;3;Zuid;19;Roosendaal;INGB;B;22.956.000;22.962.000;0.006000;M;131K;VRIJ;1000;1000;19B;P3108-545;2019470;26-8-2019 00:00;808956;308;B;01:05;1-7-1986 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;4,60E+04;Geen;Steenslag 31,5/50;Beton;415089;Ja;Geen;N.v.t.;WIJZIGEN;2005-2010;Z-156402;Onbekende nauwkeurigheid;40;40;999;Ballast op zand;Nee;1-7-1986 00:00;131K;Dataverbetering;1-1-2006 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;;IV;;;1800-01-31 00: 00;;;;;;;;Nee;999;999;;2008-0000;;;;techn onlosm met krs 135 k en 4 wls;;;2001-2003;
Dataset-Fysiek_object-10201298;10201298;503-308-1000311809;503 Krs 107K;Kruising;503;Deventer;Niet van toepassing;Niet van toepassing;2;Noord-Oost;31;IJsselstreek;INGB;B;43.583.000;43.592.000;0.007000;M;107K;VRIJ;1000;1000;31B;P1208-503;2015645;12-12-2018 00:00;808956;308;B;;1-1-1989 00:00;ProRail;Indirecte bevestiging;;Hoofdspoor;5,40E+02;;;Hout;411034;Ja;Geen;Geen;SANEREN;WBB;Z-156402;Onbekende nauwkeurigheid;40;40;;Ballast op zand;Nee;1-1-1989 00:00;107K;Dataverbetering;1-1-2014 00:00;6:  Tf <= 5.000 (lichtst bel.);B:  Centr bed en middel belast;25;I;;;1800-01-31 00: 00;;;;;31-12-2022 00:00;31-12-2020 00:00;1-1-2015 00:00;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10201312;10201312;503-308-1000311811;503 Kruising 125K 1: 4,5;Kruising;503;Deventer;Niet van toepassing;Niet van toepassing;2;Noord-Oost;31;IJsselstreek;INGB;B;43.159.000;43.166.000;0.007000;M;125K;VRIJ;1000;1000;31B;P1208-503;2015659;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1988 00:00;ProRail;Indirecte bevestiging;;Hoofdspoor;4,60E+04;;;Hout;44170;Ja;Geen;Geen;SANEREN;WBB;Z-156402;Onbekende nauwkeurigheid;40;40;;Ballast op zand;Nee;1-1-1988 00:00;125K;Dataverbetering;1-1-2013 00:00;6:  Tf <= 5.000 (lichtst bel.);C:  Centr bed en licht belast;25;I;;;1800-01-31 00: 00;;;;;31-12-2022 00:00;31-12-2020 00:00;1-1-2013 00:00;Nee;;;;;WISSELS ZIJN IN 2008 VV;;;;;;;
Dataset-Fysiek_object-10266204;10266204;546-308-1000311915;546 Kruising 901K 1: 9;Kruising;546;Blauwkapel;Niet van toepassing;Niet van toepassing;4;Randstad Noord;13;Utrecht;INGB;B;13.864.000;13.864.000;;M;901K;VRIJ;1000;1000;13B;P2208-546;2020165;26-8-2019 00:00;808956;308;B;01:09;1-1-1985 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;ONBEKEND;Ja;Geen;Nee;WIJZIGEN;Onbekend;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-1985 00:00;901K;Dataverbetering;1-1-2020 00:00;5:  5.000 < Tf <= 20.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;BKP;Objectregistratie (<=1.5m);;GEEN LTD;;;1-1-2014 00:00;;;;;;;;;;;;;
Dataset-Fysiek_object-10266345;10266345;586-308-1000311925;586 Kruising 961K 1: 4;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.806.000;80.811.000;0.007000;M;961K;VRIJ;1000;1000;09B;P2108-586;2014013;26-8-2019 00:00;808956;308;B;01:04;1-1-2012 00:00;ProRail;Indirecte bevestiging;15-25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;415090;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);;;25.800;Ballastloze constructie;Nee;1-1-2012 00:00;961K;Dataverbetering;1-1-2057 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;45;I;;;;;;;;;;;;;;;;;;Nieuwe ballast en ballastmatten;;;;;
Dataset-Fysiek_object-10266542;10266542;620-308-1000311943;620 Kruising 920K 1: 4,5;Kruising;620;Alkmaar;Niet van toepassing;Niet van toepassing;4;Randstad Noord;7;Alkmaar;INGB;B;41.625.000;41.625.000;;M;920K;VRIJ;1000;1000;07B;P2108-620;2014468;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2001 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;411793;Ja;Geen;Niet van toepassing;WIJZIGEN;OUTREAU;;Objectregistratie (<=1.5m);;;;Ballast op zand;Nee;1-1-2001 00:00;920K;Dataverbetering;1-1-2036 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;35;IV;ProRail;Niet van toepassing;;AMR;Objectregistratie (<=1.5m);4,35;ONBEKEND;;31-12-2026 00:00;;;;;Ja;;;;;;;;;
Dataset-Fysiek_object-10641981;10641981;478-308-1000312005;478 Kruising 1111K 1: 4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;0.683000;0.683000;;M;1111K;VRIJ;1000;1000;04B;P2308-478;2020205;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2001 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;RAILPRO;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2001 00:00;1111K;Dataverbetering;1-1-2036 00:00;;D:  Niet centraal bed. wissel;35;IV;ProRail;;1-1-2001 00:00;PPLG_MVTW;;4,5;;;;1-1-2025 00:00;;;;;aanvulling movaris dd 31-01-2013;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-11484191;11484191;586-308-1000312153;586 Kruising 909K 1: 4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;80.451.000;80.460.000;0.007000;M;909K;VRIJ;1000;1000;09B;P2108-586;2014084;26-8-2019 00:00;808956;308;B;01:04,5;1-1-1993 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;411034;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);;;25.800;Ballastloze constructie;Nee;1-1-1993 00:00;909K;Dataverbetering;1-1-2018 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;25;I;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-11627355;11627355;564-308-1000416556;564 Kruising 1335K 1: 4,5;Kruising;564;Den Haag Binckhorst;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;23.681.000;23.681.000;;M;1335K;VRIJ;1000;1000;02B;P2308-564;;26-8-2019 00:00;808956;308;B;01:04,5;1800-01-31 00: 00;ProRail;Indirecte bevestiging;;Zijspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;420306;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1800-01-31 00: 00;1335K;Dataverbetering;;;;;IV;ProRail;Niet van toepassing;1800-01-31 00: 00;BKHG;BBK (<=28cm);4,5;;31-12-2022 00:00;31-12-2021 00:00;;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10201195;10201195;501-308-1000311803;501 Kruising 143K 1: 4,5;Kruising;501;Groningen;Niet van toepassing;Niet van toepassing;2;Noord-Oost;37;Groningen;INGB;B;80.743.000;80.743.000;;M;143K;VRIJ;1000;1000;37B;P1108-501;2015559;26-8-2019 00:00;808956;308;B;01:04,5;1-6-2001 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411034;Ja;Geen;Niet van toepassing;WIJZIGEN;ONBEKEND;;Objectregistratie (<=1.5m);40;;;Ballast op zand;Nee;1-6-2001 00:00;143K;Dataverbetering;1-1-2031 00:00;4:  20.000 < Tf <= 40.000;C:  Centr bed en licht belast;30;IV;ProRail;Niet van toepassing;1-6-2001 00:00;GN;Objectregistratie (<=1.5m);4,5;411034;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10266424;10266424;586-308-1000311933;586 Kruising 963K 1: 3;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;4;Randstad Noord;9;Amsterdam;INGB;B;81.145.000;81.169.000;0.007000;M;963K;VRIJ;1000;1000;09B;P2108-586;2020160;26-8-2019 00:00;808956;308;B;01:03;1-1-1997 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Switchglides;Steenslag 31,5/50;Hout;411793;Ja;Geen;Geen;SANEREN;ONBEKEND;Z-156402;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-1997 00:00;963K;Dataverbetering;1-1-2032 00:00;6:  Tf <= 5.000 (lichtst bel.);D:  Niet centraal bed. wissel;35;I;;;;;;;;;;;;;;;;;;;;;;;
Dataset-Fysiek_object-10642032;10642032;478-308-1000312009;478 Kruising 1253K 1: 4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;4;Europoort;INGB;B;1.730.000;1.730.000;;M;1253K;VRIJ;1000;1000;04B;P2308-478;2020243;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2001 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Hout;411813;Ja;Geen;Niet van toepassing;WIJZIGEN;RAILPRO;Z-166414;BBK (<=28cm);;;;Ballast op zand;Nee;1-1-2001 00:00;1253K;Dataverbetering;1-1-2036 00:00;;D:  Niet centraal bed. wissel;35;IV;ProRail;;1-1-2001 00:00;PPLG_MVTW;;4,5;;;;1-1-2025 00:00;;;;;aanvulling movaris dd 31-01-2016;NVT;;;FV-2205-110406;;;;
Dataset-Fysiek_object-10765937;10765937;560-308-1000312057;560 Kruising 1237K 1: 4,5;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;24.926.000;24.926.000;;M;1237K;VRIJ;1000;1000;02B;P2308-560;2012554;26-8-2019 00:00;808956;308;B;01:04,5;1-1-2006 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414581;Ja;Geen;Niet van toepassing;WIJZIGEN;WBB;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;1-1-2006 00:00;1237K;Dataverbetering;1-1-2066 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;1-1-2006 00:00;GVC;BBK (<=28cm);4,5;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
Dataset-Fysiek_object-10765940;10765940;560-308-1000312059;560 Kruising 1279K 1: 4,5;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;5;Randstad Zuid;2;Den Haag;INGB;B;24.888.000;24.888.000;;M;1279K;VRIJ;1000;1000;02B;P2308-560;2012557;26-8-2019 00:00;808956;308;B;01:04,5;15-4-2006 00:00;ProRail;Indirecte bevestiging;> 25 cm;Hoofdspoor;5,40E+02;Geen;Steenslag 31,5/50;Beton;414581;Ja;Geen;Niet van toepassing;WIJZIGEN;WBN;;BBK (<=28cm);;;;Ballast op klei/veen;Nee;15-4-2006 00:00;1279K;Dataverbetering;1-1-2066 00:00;4:  20.000 < Tf <= 40.000;D:  Niet centraal bed. wissel;60;IV;ProRail;Niet van toepassing;1-1-2006 00:00;GVC;BBK (<=28cm);4;;;;1-1-2025 00:00;;;;;;NVT;;;;;;;
