id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;opmerking;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;puicnummer;aanschafdatum;datacollectie;eigenaar (economisch);opmerkingen;producent;theoretisch vervangingsjaar;afschrijvingsgroep;bewapening;dikte ballast;hoofdspoor/zijspoor;wissel classificatie;profiel;smeerloze constructie;soort ballast;generiek tekeningnummer;voegloos;monitoring;inspectiejaar;soort Wisselligger;theoretische levensduur;bediening classificatie;hoekverhouding kruising;kruisingnummer;plaatsingsdatum;aangesloten wisselverwarming;beheerder;beheerder Extra Info;datum eerste plaatsing;operatie;locatie functioneel;xY nauwkeurig begin gemeten;xY nauwkeurig eind gemeten;ondergrond (BAAN_ONDERGRONDWSL);spoorafstand;in bestrating;technisch vervangingsjaar;economisch vervangingsjaar;lTD tekeningnummer;undersleeperpad aanwezig?;hergebruikt object?;projectdefinitie;naam 2;naam 3;dagtonnage goederen;dagtonnage reizigers;fictief tonnage;geokunststoffen;producent + type geokunststof;naam 4;waarde;naam 1;oud equipment
Dataset-Fysiek_object-11014872;11014872;817-308-1000312091;817 Kruising K1207 1:4,5;Kruising;817;Vlissingen Sloehaven;Niet van toepassing;Niet van toepassing;31;Zuid-West;18;Goes;INGB;B;115.680000;115.687000;0.007000;M;K1207;VRIJ;;1000;1000;18B;P3108-817;;2021-07-21 00:00;P1005295;308;B;6cd497ba-bce8-4925-af09-013399fb6fa0;2008-01-01 00:00;Dataverbetering;ProRail;;WBN;2068-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;< 15 cm;Zijspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;60;IV;1:4,5;K1207;2008-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;SLOE;Onbekende nauwkeurigheid;Objectregistratie (<=1.5m);;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-156402;;;999;999;999;;;;;;
Dataset-Fysiek_object-11540267;11540267;618-308-1000312181;618 Kruising K101 1:4,5;Kruising;618;Eindhoven;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;24;Eindhoven;INGB;B;51.169000;51.193000;0.024000;M;K101;VRIJ;;1000;1000;24B;P3208-618;2019058;2022-05-05 00:00;P1002958;308;B;bfadf188-5606-4a95-ba4f-22071a23b7f0;2015-05-17 00:00;Mutaties vanuit projecten;ProRail;;Vossloh Cogifer Kloos B.V.;2050-05-17 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;Niet van toepassing;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;35;Niet van toepassing;1:4,5;K101;2015-05-17 00:00;Niet van toepassing;ProRail;Niet van toepassing;2015-05-17 00:00;;EHV;BBK (<=28cm);BBK (<=28cm);Ballast op zand;;Nee;;;GEEN LTD;Nee;Nee;M-004182;;;;;;;;;;;10121411
Dataset-Fysiek_object-11620824;11620824;478-308-1000351682;478 Kruising K1245 1:4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;1.759000;1.766000;0.007000;M;K1245;VRIJ;;1000;1000;04B;;;2022-06-16 00:00;P1002958;308;B;f7a88933-bdd0-48ab-a99b-b73ee6bfbd9a;1800-01-31 00:00;Dataverbetering;ProRail;;WBB;;;Indirecte bevestiging;> 25 cm;Zijspoor;;54E1;Geen;Steenslag 31,5/50;420024;Ja;Geen;;Hout;;Niet van toepassing;1:4,5;K1245;1800-01-31 00:00;Niet van toepassing;ProRail;;;WIJZIGEN;MVTW;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;;;;;;;;;;
Dataset-Fysiek_object-11545733;11545733;586-308-1000312191;586 Kruising K2507 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.195000;80.202000;0.007000;M;K2507;VRIJ;;1000;1000;09B;P2108-586;2012632;2022-05-31 00:00;P1002958;308;B;1d7870bb-b340-477a-ab5e-91a069b9653d;2013-03-14 00:00;Dataverbetering;ProRail;RVO:80821299/US: j130144-HS;BWG;2075-09-30 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;412827;Ja;Geen;;Beton;60;IV;1:4,5;K2507;2015-09-30 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);;4,5;Nee;2199-01-01 00:00;;GEEN LTD;;;Z-156402;;;;;;;;;;;10657096
Dataset-Fysiek_object-10561855;10561855;924-308-1000311981;924 Kruising 341AA 1:4,5;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;36.004000;36.015000;0.011000;M;341AA;VRIJ;UPGE III Voegloos;1000;1000;04B;P2308-924;2017743;2021-09-09 00:00;288456;308;B;502c3978-0372-4ee9-9425-b1d284dc7e42;1994-01-01 00:00;Mutaties vanuit projecten;ProRail;NVT;WBB;2029-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;15-25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411033;Ja;Geen;2025-01-01 00:00;Hout;35;IV;1:4,5;341AA;1994-01-01 00:00;Niet van toepassing;ProRail;;;;KFH_270-289;BBK (<=28cm);BBK (<=28cm);;5,0;Nee;;;GEEN LTD;Nee;Nee;R-07700E;;aanvulling movaris dd 31-01-2158;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-10657073;10657073;506-308-1000312015;506 Kruising K165BA 1:4,5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;41;Midden;12;Amersfoort;INGB;B;44.304000;44.334000;0.030000;M;K165BA;VRIJ PRCB;506 Amf krs 909K (ts 175A-175B);1000;1000;12B;P2208-506;2020157;2022-06-04 00:00;P1002958;308;B;81bdf22e-9aa0-4909-8d0d-6e85a392c413;2004-01-01 00:00;Dataverbetering;ProRail;;Onbekend;2057-01-01 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;53;IV;1:4,5;K165BA;2004-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;AMF;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Ja;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11346986;11346986;135-308-1000312125;135 Kruising K257 1:4,5;Kruising;135;Weesp Aansl. - Lelystad Industrieterrein;Niet van toepassing;Niet van toepassing;41;Midden;11;Weesp;INGB;B;21.648000;21.659000;0.011000;M;K257;VRIJ;;1000;1000;11B;P2108-135;2012223;2021-09-09 00:00;288456;308;B;7815ba93-2f6f-493b-a0f5-175a7868b438;2012-05-29 00:00;Mutaties vanuit projecten;ProRail;;VOESTALPINE WBN;2047-05-29 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415091;Ja;Geen;;Beton;35;IV;1:4,5;K257;2012-05-29 00:00;Niet van toepassing;ProRail;;;;ALMO;BBK (<=28cm);BBK (<=28cm);;5,0;Nee;;;ONBEKEND;Nee;Nee;L-003244;;;;;;;;;;;
Dataset-Fysiek_object-11454144;11454144;614-308-1000312143;614 Kruising K2161 1:4,5;Kruising;614;s Hertogenbosch;Niet van toepassing;Niet van toepassing;31;Zuid-West;21;Den Bosch;INGB;B;47.941000;47.960000;0.019000;M;K2161;VRIJ;;1000;1000;21B;;;2021-09-09 00:00;288456;308;B;be33f36b-cfce-4aad-acdc-094a69c8dd3c;2013-07-12 00:00;Dataverbetering;ProRail;KRWL 54E1 1:9 spafst 5,84 m;Vossloh Cogifer Kloos;2048-07-12 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;15-25 cm;Hoofdspoor;A: Centr bed en intens. belast;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;;Beton;35;IV;1:4,5;K2161;2013-07-12 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;HT;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Afwijkende spoorafstand;Nee;;;ONBEKEND;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11190571;11190571;555-308-1000312103;555 Kruising 337BA 1:6;Kruising;555;Rotterdam Centraal;Niet van toepassing;Niet van toepassing;52;Zuid-Holland-Zuid;3;Rotterdam;INGB;B;84.102000;84.124000;0.022000;M;337BA;VRIJ;;1000;1000;03B;P2308-555;2016941;2021-09-09 00:00;288456;308;B;08d72205-fe75-4809-90fb-c32655027e2a;2011-02-01 00:00;Dataverbetering;ProRail;NVT;WBN;2046-02-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;413000;Ja;Geen;2025-01-01 00:00;Beton;35;IV;1:6;337BA;2011-02-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2011-02-01 00:00;WIJZIGEN;RTD;BBK (<=28cm);BBK (<=28cm);Ballast op zand;5,3;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10657076;10657076;940-308-1000312021;940 Kruising K371 1:4,5;Kruising;940;Amersfoort Bokkeduinen;Niet van toepassing;Niet van toepassing;41;Midden;12;Amersfoort;INGB;B;43.241000;43.248000;0.007000;M;K371;PROJ PRCB;940 Amf Bokkeduinen krs 913K (ts 371A-B);1000;1000;12B;P2208-940;2020149;2021-09-09 00:00;288456;308;B;4c87c45c-899e-4644-aa4b-14d9b20955d9;1996-01-01 00:00;Dataverbetering;ProRail;;Onbekend;2026-01-01 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Zijspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 22/40;420024;Ja;Geen;;Hout;30;IV;1:4,5;K371;1996-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;BKD;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Ja;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10944791;10944791;127-308-1000312069;127 Kruising K307 1:4,5;Kruising;127;Roosendaal - Vlissingen;Niet van toepassing;Niet van toepassing;31;Zuid-West;18;Goes;INGB;B;12.235000;12.243000;0.008000;M;K307;VRIJ;;1000;1000;18B;P3108-127;2012140;2022-05-18 00:00;P1002958;308;B;f1b85403-431e-4162-b2b0-eee99a949600;1997-09-01 00:00;Dataverbetering;ProRail;;weichenwerk;2032-09-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Hoofdspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 31,5/50;411813;Ja;Geen;;Hout;35;IV;1:4,5;K307;1997-09-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;BGN;BBK (<=28cm);BBK (<=28cm);;4,5;Nee;2199-01-01 00:00;2022-12-31 00:00;GEEN LTD;Nee;Nee;Z-156402;;P.E;999;999;999;;;;;;
Dataset-Fysiek_object-10741325;10741325;544-308-1000312051;544 Kruising K1057BA 1:7,5;Kruising;544;Breda;Niet van toepassing;Niet van toepassing;31;Zuid-West;20;Breda;INGB;B;23.211000;23.248000;0.037000;M;K1057BA;VRIJ;;1000;1000;20B;P3108-544;2014818;2022-06-29 00:00;20015266;308;B;753d4035-3320-44ec-bed8-ccbb83170399;2004-04-01 00:00;Dataverbetering;ProRail;gesloten kruising;ONBEKEND;2039-04-01 00:00;2: 80.000 < Tf <= 130.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;A: Centr bed en intens. belast;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;;Beton;35;IV;1:7,5;K1057BA;2004-04-01 00:00;Niet van toepassing;ProRail;;2004-04-01 00:00;WIJZIGEN;BD;BBK (<=28cm);BBK (<=28cm);Ballast op zand;5,0;Nee;;;1583108;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11649613;11649613;514-308-1000415904;514 Kruising K61 1:4,5;Kruising;514;Nijmegen;Niet van toepassing;Niet van toepassing;22;Oost;28;Maas en Waal;INGB;B;17.307000;17.337000;0.030000;M;K61;VRIJ;;1000;1000;28B;;;2021-11-16 00:00;228007;308;B;9ffcf3e0-b0b0-4d81-88f6-92a126b1a22c;2003-10-19 00:00;Dataverbetering;ProRail;;WBN;2048-10-19 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;C: Centr bed en licht belast;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;45;Niet van toepassing;1:4,5;K61;2003-10-19 00:00;Niet van toepassing;ProRail;Niet van toepassing;2003-10-19 00:00;NIEUWBOUW;NM;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10642056;10642056;478-308-1000312011;478 Kruising K1337 1:4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;2.031000;2.038000;0.007000;M;K1337;VRIJ;;1000;1000;04B;P2308-478;2020261;2022-08-04 00:00;P1002958;308;B;6772be84-5476-4dca-be38-1ea72baccd01;2001-04-25 00:00;Dataverbetering;ProRail;NVT;RAILPRO;2036-01-01 00:00;;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411813;Ja;Geen;2025-01-01 00:00;Hout;35;IV;1:4,5;K1337;2001-04-25 00:00;Niet van toepassing;ProRail;;2001-04-25 00:00;WIJZIGEN;MVTW;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;aanvulling movaris dd 31-01-2019;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-11620827;11620827;938-308-1000351688;938 Kruising K4623 1:4,5;Kruising;938;CUP Valburg;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;71;A15trace;INGB;B;3.576000;3.583000;0.007000;M;K4623;VRIJ PRCB;;1000;1000;71B;;;2022-07-21 00:00;P1002958;308;B;226970eb-3e64-4224-85fe-b5c0c5bc7707;2002-01-01 00:00;Dataverbetering;ProRail;;WBN;;;Indirecte bevestiging;> 25 cm;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;414773;Ja;Geen;;Beton;;Niet van toepassing;1:4,5;K4623;2002-01-01 00:00;Niet van toepassing;ProRail;;2002-01-01 00:00;WIJZIGEN;BRVAL;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;;;;;;;;;;
Dataset-Fysiek_object-11452456;11452456;938-308-1000312139;938 Kruising K4507 1:4,5;Kruising;938;CUP Valburg;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;71;A15trace;INGB;B;0.167000;0.174000;0.007000;M;K4507;VRIJ PRCB;;1000;1000;71B;;;2021-09-09 00:00;288456;308;B;b3005572-e729-4df7-8d25-167b600921c1;2004-03-23 00:00;Dataverbetering;ProRail;;WBN;2039-03-23 00:00;1: 130.000 < Tf (zwaarst bel.);Indirecte bevestiging;15-25 cm;Hoofdspoor;A: Centr bed en intens. belast;54E1;Geen;Steenslag 31,5/50;414773;Ja;Geen;2025-01-01 00:00;Beton;35;IV;1:4,5;K4507;2004-03-23 00:00;Niet van toepassing;ProRail;;2002-01-01 00:00;WIJZIGEN;BRVAL;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,5;Nee;;;GEEN LTD;Nee;;Z-166414;;;;;;;;;;;
Dataset-Fysiek_object-11506166;11506166;478-308-1000312163;478 Kruising K1177 1:4,5;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;0.788000;0.796000;0.008000;M;K1177;VRIJ;;1000;1000;04B;;;2022-01-11 00:00;175844;308;B;a77b5232-45f3-4aa0-ba5f-3fc67cbc3420;2014-04-01 00:00;Dataverbetering;ProRail;;voestalpine WBN BV;2049-04-01 00:00;2: 80.000 < Tf <= 130.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;2025-01-01 00:00;Beton;35;IV;1:4,5;K1177;2014-04-01 00:00;Niet van toepassing;ProRail;;2014-04-01 00:00;WIJZIGEN;MVTW;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;;;;;;;;;;
Dataset-Fysiek_object-11282335;11282335;506-308-1000312119;506 Kruising K117BA 1:4,5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;41;Midden;12;Amersfoort;INGB;B;44.119000;44.126000;0.007000;M;K117BA;VRIJ PRCB;;1000;1000;12B;P2208-506;2025428;2022-04-22 00:00;P1002958;308;B;6ac608e6-c334-4763-921b-ed0067c657f1;2016-10-10 00:00;Dataverbetering;ProRail;;WBN;2069-10-10 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Zijspoor;Niet van toepassing;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;53;IV;1:4,5;K117BA;2016-10-10 00:00;Niet van toepassing;ProRail;Niet van toepassing;2016-10-10 00:00;WIJZIGEN;AMF;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;;;;;;;Nee;;;;;
Dataset-Fysiek_object-10981525;10981525;080-308-1000466026;080 Kruising K3295 1:4,5;Kruising;080;Amsterdam Bijlmer - Nieuwersluis=Loenen;Niet van toepassing;Niet van toepassing;41;Midden;10;Duivendrecht;INGB;B;8.026000;8.056000;0.030000;M;K3295;VRIJ;;1000;1000;10B;P2108-080;;2021-09-09 00:00;288456;308;B;2b62a545-da6f-4d86-9bb1-5adb0403b076;2006-01-01 00:00;Dataverbetering;ProRail;;Onbekend;2041-01-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;35;IV;1:4,5;K3295;2006-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;AC;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Afwijkende spoorafstand;Nee;;;GEEN LTD;Ja;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11450964;11450964;478-308-1000312135;478 Kruising K1029 1:9;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;0.327000;0.372000;0.045000;M;K1029;VRIJ;;1000;1000;04B;;;2021-09-09 00:00;288456;308;B;8dceba98-95dd-4d0b-abb5-b43264b54a94;2013-06-30 00:00;Dataverbetering;ProRail;;voestalpine WBN BV;2066-06-30 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;2025-01-01 00:00;Beton;53;IV;1:9;K1029;2013-06-30 00:00;Niet van toepassing;ProRail;;2013-06-30 00:00;WIJZIGEN;MVT;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;;;;;;;;;;
Dataset-Fysiek_object-11546287;11546287;586-308-1000312193;586 Kruising K385 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;81.090000;81.096000;0.006000;M;K385;VRIJ;;1000;1000;09B;P2108-586;2014043;2022-10-10 00:00;P1002958;308;B;925191c0-9ddb-4ef1-9428-1740116b1c9c;2015-10-03 00:00;Dataverbetering;ProRail;;WBN;2050-10-03 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;Geen ballast;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Geen ballast;411035;Ja;Geen;;Hout;35;IV;1:4,5;K385;2015-10-03 00:00;Niet van toepassing;ProRail;Niet van toepassing;2015-10-03 00:00;WIJZIGEN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);;4,35;Nee;2199-01-01 00:00;;GEEN LTD;;Nee;Z-156402;;;;;;;;;;;10266385
Dataset-Fysiek_object-11662724;11662724;527-308-1000467315;527 Kruising K179A 77 graden (Hlm);Kruising;527;Haarlem;Niet van toepassing;Niet van toepassing;42;Noord-West;8;Haarlem;INGB;B;500.987000;500.987000;;M;K179A;VRIJ;;1000;1000;08B;P2108-527;2020158;2021-07-21 00:00;P1005295;308;B;6b97d3b9-8aa7-428c-9828-d8f5a6e7d5cb;2006-01-01 00:00;Mutaties vanuit projecten;ProRail;Zwitsers kruis;Vossloh Laeis;2041-10-14 00:00;3: 40.000 < Tf <= 80.000;Gedeeltelijk dir bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 22/40;UNICAAT;Nee;Geen;;Hout;23;IV;77 graden (Hlm);K179A;2018-10-14 00:00;Niet van toepassing;ProRail;Niet van toepassing;2018-10-14 00:00;1 OP 1 VERVANGING;HLM;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Afwijkende spoorafstand;Nee;;;GEEN LTD;Nee;Nee;L-005049;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;;;;
Dataset-Fysiek_object-11282033;11282033;606-308-1000312117;606 Kruising K105 1:4,5;Kruising;606;Almelo;Niet van toepassing;Niet van toepassing;22;Oost;32;Twente;INGB;B;0.933000;0.941000;0.008000;M;K105;VRIJ;;1000;1000;32B;P1208-606;2016125;2022-01-11 00:00;175844;308;B;b5c04273-f17a-43f3-9381-e1543ef980d0;2011-10-01 00:00;Dataverbetering;ProRail;;WBB;2056-10-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;45;IV;1:4,5;K105;2011-10-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2011-10-01 00:00;WIJZIGEN;AML;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10657075;10657075;506-308-1000312019;506 Kruising K201BA 1:4,5;Kruising;506;Amersfoort;Niet van toepassing;Niet van toepassing;41;Midden;12;Amersfoort;INGB;B;44.544000;44.552000;0.008000;M;K201BA;VRIJ PRCB;;1000;1000;12B;P2208-506;2020137;2022-06-21 00:00;20030260;308;B;c87eaf07-0fb1-45c4-b19a-ba0660495ad1;1996-01-01 00:00;Dataverbetering;ProRail;;Onbekend;2015-01-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411813;Ja;Geen;;Hout;19;IV;1:4,5;K201BA;1996-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;AMF;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;2022-12-31 00:00;2022-12-31 00:00;GEEN LTD;Ja;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11620829;11620829;508-308-1000351732;508 Kruising K825 1:4,5;Kruising;508;Arnhem;Niet van toepassing;Niet van toepassing;22;Oost;30;Achterhoek;INGB;B;90.815000;90.838000;0.023000;M;K825;VRIJ;;1000;1000;30B;P1208-508;2016298;2022-05-30 00:00;P1002958;308;B;98d048bb-8686-43cc-81d9-2cef09980453;1998-01-01 00:00;Dataverbetering;ProRail;;ONBEKEND;2027-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;< 15 cm;Zijspoor;D: Niet centraal bed. wissel;46E3;Geen;Steenslag 22/40;420024;Nee;Geen;;Hout;29;IV;1:4,5;K825;1998-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;1998-01-01 00:00;WIJZIGEN;AHB;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Afwijkende spoorafstand;Nee;2024-12-31 00:00;2024-12-31 00:00;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10961698;10961698;544-308-1000312079;544 Kruising K1077AA 1:7,5;Kruising;544;Breda;Niet van toepassing;Niet van toepassing;31;Zuid-West;20;Breda;INGB;B;0.253000;0.282000;0.029000;M;K1077AA;VRIJ;;1000;1000;20B;P3108-544;;2022-07-29 00:00;P1002958;308;B;b27b5a91-636e-4f80-9d7f-57e7955494a1;2008-01-01 00:00;Dataverbetering;ProRail;wis. tek.51378-01 spafstd 5,5m;KLOOS OVING;2043-01-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;;Beton;35;IV;1:7,5;K1077AA;2008-01-01 00:00;Niet van toepassing;ProRail;;2008-01-01 00:00;WIJZIGEN;BD;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);Ballast op zand;Afwijkende spoorafstand;Nee;;;51378-01;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10577971;10577971;924-308-1000311987;924 Kruising 3549AA 1:4,5;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;35.506000;35.529000;0.023000;M;3549AA;VRIJ;;1000;1000;04B;P2308-924;2017523;2022-08-06 00:00;P1002958;308;B;10cafe72-8709-4682-b17b-6829c41a63b2;1994-01-01 00:00;Mutaties vanuit projecten;ProRail;;WBB;2029-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411972;Ja;Geen;2016-01-01 00:00;Hout;35;IV;1:4,5;3549AA;1994-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;;KFH;BBK (<=28cm);BBK (<=28cm);;Asymmetrisch;Nee;2025-12-31 00:00;2025-12-31 00:00;GEEN LTD;Nee;Nee;R-07700E;;;;;;;;FV-2205-110406;;;
