id;equipment;functieplaats;omschrijving;objecttype;geoCode;geoCode omschrijving;plaats;straat;standplaats code;standplaats;contractgebied code;contractgebied;status;equipmenttype;startpunt;eindpunt;lengte;maateenheid;naam;user status equipment;opmerking;vestiging;oH-organisatie;oH-plann.groep;kostenplaats;vast actief;wijziging op;wijziging door;basis objecttype code;techniekveld;puicnummer;aanschafdatum;datacollectie;eigenaar (economisch);opmerkingen;producent;theoretisch vervangingsjaar;afschrijvingsgroep;bewapening;dikte ballast;hoofdspoor/zijspoor;wissel classificatie;profiel;smeerloze constructie;soort ballast;generiek tekeningnummer;voegloos;monitoring;inspectiejaar;soort Wisselligger;theoretische levensduur;bediening classificatie;hoekverhouding kruising;kruisingnummer;plaatsingsdatum;aangesloten wisselverwarming;beheerder;beheerder Extra Info;datum eerste plaatsing;operatie;locatie functioneel;xY nauwkeurig begin gemeten;xY nauwkeurig eind gemeten;ondergrond (BAAN_ONDERGRONDWSL);spoorafstand;in bestrating;technisch vervangingsjaar;economisch vervangingsjaar;lTD tekeningnummer;undersleeperpad aanwezig?;hergebruikt object?;projectdefinitie;naam 2;naam 3;dagtonnage goederen;dagtonnage reizigers;fictief tonnage;geokunststoffen;producent + type geokunststof;naam 4;waarde;naam 1;oud equipment
Dataset-Fysiek_object-10765937;10765937;560-308-1000312057;560 Kruising K1237 1:4,5;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;24.924000;24.930000;0.006000;M;K1237;VRIJ;;1000;1000;02B;P2308-560;2012554;2021-09-09 00:00;288456;308;B;88606070-20aa-4134-b7f5-dc0a4b6a6fff;2006-01-01 00:00;Dataverbetering;ProRail;NVT;WBB;2051-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;2025-01-01 00:00;Beton;45;IV;1:4,5;K1237;2006-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2006-01-01 00:00;WIJZIGEN;GVC;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10765940;10765940;560-308-1000312059;560 Kruising K1279 1:4,5;Kruising;560;Den Haag Centraal;Niet van toepassing;Niet van toepassing;51;Zuid-Holland Noord;2;Den Haag;INGB;B;24.887000;24.889000;0.002000;M;K1279;VRIJ;;1000;1000;02B;P2308-560;2012557;2021-09-09 00:00;288456;308;B;ea74ba33-197f-4f22-aec5-b1356defa542;2006-04-15 00:00;Dataverbetering;ProRail;NVT;WBN;2051-04-15 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;2025-01-01 00:00;Beton;45;IV;1:4,5;K1279;2006-04-15 00:00;Niet van toepassing;ProRail;Niet van toepassing;2006-01-01 00:00;WIJZIGEN;GVC;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,0;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11546321;11546321;553-308-1000312195;553 Kruising K275 1:4,5;Kruising;553;Sittard;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;25;Roermond;INGB;B;21.824000;21.832000;0.008000;M;K275;VRIJ;;1000;1000;25B;P3208-553;2019593;2022-07-28 00:00;P1002958;308;B;9e1f9ee3-aed9-4a9c-8671-fd628b9c62d7;2015-08-01 00:00;Dataverbetering;ProRail;;Vossloh Cogifer Kloos BV;2050-08-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415089;Ja;Geen;2016-01-01 00:00;Beton;35;IV;1:4,5;K275;2015-08-01 00:00;Niet van toepassing;ProRail;Niet van Toepassing;;WIJZIGEN;STD;BBK (<=28cm);BBK (<=28cm);;4,35;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;10121186
Dataset-Fysiek_object-11483368;11483368;504-308-1000312145;504 Kruising K51 1:4,5;Kruising;504;Heerlen;Niet van toepassing;Niet van toepassing;32;Zuid-Oost;26;Maastricht;INGB;B;18.205000;18.212000;0.007000;M;K51;VRIJ PRCB;;1000;1000;26B;P3208-504;2029323;2022-04-22 00:00;P1002958;308;B;da4bc410-36b2-4228-95d2-ecd7f21b4d3d;2013-10-20 00:00;Dataverbetering;ProRail;;KLOOS OVING;2066-10-20 00:00;5: 5.000 < Tf <= 20.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;A: Centr bed en intens. belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;53;IV;1:4,5;K51;2013-10-20 00:00;Niet van toepassing;ProRail;Niet van Toepassing;;WIJZIGEN;HRL;BBK (<=28cm);BBK (<=28cm);;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10578001;10578001;924-308-1000311989;924 Kruising K1751 1:7;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;99;Kijfhoek;INGB;B;35.550000;35.558000;0.008000;M;K1751;VRIJ;;1000;1000;99B;P2308-924;2017528;2021-09-09 00:00;288456;308;B;1e89c1d2-6a58-43bb-bfbb-494f1b55c4e8;1999-01-01 00:00;Initi?le vulling;ProRail;wis. tek. W 55.04.0701;WBG WEICHENWERK BRANDENBURG;2034-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;413520;Ja;Geen;2016-01-01 00:00;Hout;35;IV;1:7;K1751;1999-01-01 00:00;Niet van toepassing;ProRail;;;;KFH_HEUVEL;BBK (<=28cm);BBK (<=28cm);;4,5;Nee;2020-12-31 00:00;;GEEN LTD;Nee;Nee;;;;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-10574302;10574302;924-308-1000311985;924 Kruising 357BA 1:4,5;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;36.437000;36.448000;0.011000;M;357BA;VRIJ;;1000;1000;04B;P2308-924;2017504;2021-09-09 00:00;288456;308;B;01bfabf2-46e4-4bb0-b35e-ff7da8168bd1;1994-01-01 00:00;Mutaties vanuit projecten;ProRail;NVT;WBB;2029-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;15-25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411033;Ja;Geen;2025-01-01 00:00;Hout;35;IV;1:4,5;357BA;1994-01-01 00:00;Niet van toepassing;ProRail;;;;KFH_270-289;BBK (<=28cm);BBK (<=28cm);;5,0;Nee;;;GEEN LTD;Nee;Nee;R-07700E;;aanvulling movaris dd 31-01-2160;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-11234307;11234307;054-308-1000466030;054 Kruising K1305 1:9;Kruising;054;Boxtel - Eindhoven;Niet van toepassing;Niet van toepassing;31;Zuid-West;23;Boxtel;INGB INAC;B;47.158000;47.196000;0.038000;M;K1305;VRIJ;;1000;1000;23B;P3208-054;;2021-09-09 00:00;288456;308;B;94c19b63-bb60-4d84-809a-9bc003e63bad;1981-01-01 00:00;Dataverbetering;ProRail;D-001964 PLANNING;WBB;2010-01-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;15-25 cm;Hoofdspoor;D: Niet centraal bed. wissel;46E3;Geen;Steenslag 22/40;44176;Nee;Geen;2015-01-01 00:00;Hout;29;IV;1:9;K1305;1981-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;1981-01-01 00:00;SANEREN;BET;Objectregistratie (<=1.5m);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;2199-01-01 00:00;2022-12-31 00:00;44176;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11620826;11620826;938-308-1000351686;938 Kruising K4587 1:4,5;Kruising;938;CUP Valburg;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;71;A15trace;INGB;B;2.371000;2.378000;0.007000;M;K4587;VRIJ;;1000;1000;71B;;;2022-07-21 00:00;P1002958;308;B;b79751bb-ef2e-4436-8c3f-3802a7a141d8;2002-01-01 00:00;Dataverbetering;ProRail;;WBN;;;Indirecte bevestiging;> 25 cm;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;414773;Ja;Geen;;Beton;;Niet van toepassing;1:4,5;K4587;2002-01-01 00:00;Niet van toepassing;ProRail;;2002-01-01 00:00;WIJZIGEN;BRCUP;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;;;;;;;;;;
Dataset-Fysiek_object-11452455;11452455;938-308-1000312137;938 Kruising K4537 1:4,5;Kruising;938;CUP Valburg;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;71;A15trace;INGB;B;1.289000;1.296000;0.007000;M;K4537;VRIJ;;1000;1000;71B;;;2021-09-09 00:00;288456;308;B;3e40e14d-bd61-4542-aca9-8589190d6349;2005-06-01 00:00;Dataverbetering;ProRail;;WBN;2040-06-01 00:00;1: 130.000 < Tf (zwaarst bel.);Indirecte bevestiging;15-25 cm;Hoofdspoor;A: Centr bed en intens. belast;54E1;Geen;Steenslag 31,5/50;414773;Ja;Geen;2025-01-01 00:00;Beton;35;IV;1:4,5;K4537;2005-06-01 00:00;Niet van toepassing;ProRail;;2004-01-01 00:00;WIJZIGEN;BRCUP;BBK (<=28cm);BBK (<=28cm);Ballast op klei/veen;4,5;Nee;;;GEEN LTD;Nee;;Z-166414;;;;;;;;;;;
Dataset-Fysiek_object-11441068;11441068;586-308-1000312133;586 Kruising K61 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.329000;80.338000;0.009000;M;K61;VRIJ;;1000;1000;09B;P2108-586;2014087;2021-09-09 00:00;288456;308;B;d69b70f9-bad9-49dd-bf91-7a2ef82aee90;2012-01-01 00:00;Dataverbetering;ProRail;;Vossloh Congifer Kloos;2057-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;45;I;1:4,5;K61;2012-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;2199-01-01 00:00;;GEEN LTD;;Nee;Z-156402;;;;25.800;;;;;;;
Dataset-Fysiek_object-10731646;10731646;586-308-1000312049;586 Kruising K131B 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.751000;80.757000;0.006000;M;K131B;VRIJ;Nieuwe ballast en ballastmatten;1000;1000;09B;P2108-586;2012602;2021-11-30 00:00;P1006582;308;B;caa12a0e-86d6-4396-a7cb-ca6892626770;2003-01-01 00:00;Dataverbetering;ProRail;;ONBEKEND;2048-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;15-25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;;Steenslag 31,5/50;412860;Ja;Geen;;Beton;45;I;1:4,5;K131B;2003-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGING;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,0;Nee;2199-01-01 00:00;;GEEN LTD;;Nee;Z-156402;;;;25.800;;;;;;;
Dataset-Fysiek_object-11543001;11543001;531-308-1000312189;531 Kruising K2781 1:9;Kruising;531;Utrecht Centraal;Niet van toepassing;Niet van toepassing;41;Midden;13;Utrecht;INGB;B;35.808000;35.837000;0.029000;M;K2781;VRIJ;;1000;1000;13B;;;2021-07-21 00:00;P1005295;308;B;cf7da359-3399-4380-b519-1bcb5604ec64;2015-07-13 00:00;Dataverbetering;ProRail;;WBN;;;;> 25 cm;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;;Beton;;Niet van toepassing;1:9;K2781;2015-07-13 00:00;Niet van toepassing;ProRail;;2015-07-13 00:00;;UT;BBK (<=28cm);BBK (<=28cm);;Asymmetrisch;Nee;;;GEEN LTD;Nee;Nee;R-3SUN13;;;;;;;;;;;
Dataset-Fysiek_object-11502813;11502813;555-308-1000312155;555 Kruising 385A 1:6;Kruising;555;Rotterdam Centraal;Niet van toepassing;Niet van toepassing;52;Zuid-Holland-Zuid;3;Rotterdam;INGB;B;84.347000;84.365000;0.018000;M;385A;VRIJ;;1000;1000;03B;P2308-555;2016942;2022-10-17 00:00;P1002958;308;B;5462ac20-3c42-48e9-b213-0877455481ab;2014-08-01 00:00;Dataverbetering;ProRail;NVT;WBN;2049-08-01 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;2025-01-01 00:00;Beton;35;IV;1:6;385A;2014-08-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2014-08-01 00:00;WIJZIGEN;RTD;BBK (<=28cm);BBK (<=28cm);Ballast op zand;5,3;Nee;;;NIET AANW;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10789424;10789424;555-308-1000312065;555 Kruising 273AA 1:4,5;Kruising;555;Rotterdam Centraal;Niet van toepassing;Niet van toepassing;52;Zuid-Holland-Zuid;3;Rotterdam;INGB;B;83.580000;83.587000;0.007000;M;273AA;VRIJ;;1000;1000;03B;P2308-555;2022681;2021-09-09 00:00;288456;308;B;4f480708-9d82-44e2-8bdc-9f5780947d20;2003-01-01 00:00;Dataverbetering;ProRail;NVT;KLOOS OVING;2048-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;2025-01-01 00:00;Beton;45;IV;1:4,5;273AA;2003-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2003-01-01 00:00;WIJZIGEN;RTD;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-11347024;11347024;135-308-1000312127;135 Kruising K269 1:4,5;Kruising;135;Weesp Aansl. - Lelystad Industrieterrein;Niet van toepassing;Niet van toepassing;41;Midden;11;Weesp;INGB;B;22.046000;22.057000;0.011000;M;K269;VRIJ;;1000;1000;11B;P2108-135;2012224;2021-09-09 00:00;288456;308;B;42865094-991e-4f98-888e-0fcf6cde7883;2012-05-29 00:00;Mutaties vanuit projecten;ProRail;;VOESTALPINE WBN;2057-05-29 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;415091;Ja;Geen;;Beton;45;IV;1:4,5;K269;2012-05-29 00:00;Niet van toepassing;ProRail;;;;ALMO;BBK (<=28cm);BBK (<=28cm);;5,0;Nee;;;ONBEKEND;Nee;Nee;L-003244;;;;;;;;;;;
Dataset-Fysiek_object-11625311;11625311;603-308-1000367482;603 Kruising K4385/4395 1:4,5;Kruising;603;Zwolle;Niet van toepassing;Niet van toepassing;21;Noord;34;Overijssel;INGB;B;3.321000;3.327000;0.006000;M;K4385/4395;VRIJ;;1000;1000;34B;P1108-603;2016014;2021-07-24 00:00;P1005295;308;B;7d957de3-d7ba-4dcc-8a9f-4c4e96018ff0;2002-01-01 00:00;Dataverbetering;ProRail;;WBN;2062-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Hoofdspoor;C: Centr bed en licht belast;54E1;Geen;Ballastgrind;420306;Ja;Geen;;Beton;60;IV;1:4,5;K4385/4395;2002-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2002-01-01 00:00;WIJZIGEN;ZL;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op klei/veen;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;999;999;999;;;;;;
Dataset-Fysiek_object-11015681;11015681;503-308-1000312093;503 Kruising 87AA 1:4,5;Kruising;503;Deventer;Niet van toepassing;Niet van toepassing;22;Oost;31;IJsselstreek;INGB;B;43.913000;43.943000;0.030000;M;87AA;VRIJ;;1000;1000;31B;P1208-503;2025309;2021-07-21 00:00;P1005295;308;B;83855b65-9068-48c9-b6bd-abb9054a595b;2009-10-16 00:00;Dataverbetering;ProRail;UNICAAT;WBB;2069-10-16 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;60;I;1:4,5;87AA;2009-10-16 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;DV;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;Afwijkende spoorafstand;Nee;;;GEEN LTD;Nee;Nee;Z-156402;;;;;;;;;;;
Dataset-Fysiek_object-10956942;10956942;503-308-1000312075;503 Kruising 101BA 1:4,5;Kruising;503;Deventer;Niet van toepassing;Niet van toepassing;22;Oost;31;IJsselstreek;INGB;B;43.632000;43.639000;0.007000;M;101BA;VRIJ;;1000;1000;31B;P1208-503;2024824;2022-04-22 00:00;P1002958;308;B;016447be-da6b-4cd4-9f3e-f9a1c50c7ce5;2007-11-01 00:00;Dataverbetering;ProRail;;KLOOS OVING;2067-11-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;60;I;1:4,5;101BA;2007-11-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;DV;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-156402;;;;;;;;;;;
Dataset-Fysiek_object-11502868;11502868;135-308-1000312157;135 Kruising K2025 1:4,5;Kruising;135;Weesp Aansl. - Lelystad Industrieterrein;Niet van Toepassing;Niet van Toepassing;41;Midden;11;Weesp;INGB;B;40.421000;40.424000;0.003000;M;K2025;VRIJ;;1000;1000;11B;;;2021-09-09 00:00;288456;308;B;1142515e-f6da-4f2f-b950-2c34bbed50cc;1800-01-31 00:00;Dataverbetering;ProRail;;;;;Indirecte bevestiging;> 25 cm;Hoofdspoor;;54E1;Geen;Steenslag 31,5/50;415088;Ja;Geen;;Beton;;Niet van toepassing;1:4,5;K2025;1800-01-31 00:00;Niet van toepassing;ProRail;;;;LLS;BBK (<=28cm);BBK (<=28cm);;4,0;Nee;;;ONBEKEND;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10564121;10564121;924-308-1000311983;924 Kruising 349AA 1:4,5;Kruising;924;Kijfhoek;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;36.219000;36.230000;0.011000;M;349AA;VRIJ;UPGE III Voegloos;1000;1000;04B;P2308-924;2017499;2021-09-09 00:00;288456;308;B;743b64af-c3ab-43d1-b16e-bc734f336ead;1994-01-01 00:00;Mutaties vanuit projecten;ProRail;NVT;WBB;2029-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;15-25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;411033;Ja;Geen;2025-01-01 00:00;Hout;35;IV;1:4,5;349AA;1994-01-01 00:00;Niet van toepassing;ProRail;;;;KFH_270-289;BBK (<=28cm);BBK (<=28cm);;5,0;Nee;;;GEEN LTD;Nee;Nee;R-07700E;;aanvulling movaris dd 31-01-2159;;;;;;FV-2205-110406;;;
Dataset-Fysiek_object-10657128;10657128;586-308-1000312033;586 Kruising K2563A 1:5,26;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.731000;80.737000;0.006000;M;K2563A;VRIJ;;1000;1000;09B;P2108-586;2012608;2022-05-16 00:00;P1002958;308;B;43d7948b-0cb9-4749-9879-83497af6c4f4;2003-01-01 00:00;Dataverbetering;ProRail;Spoorafstand 3,84m;ONBEKEND;2048-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;;Beton;45;I;1:5,26;K2563A;2003-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);Ballastloze constructie;Afwijkende spoorafstand;Nee;2199-01-01 00:00;;GEEN LTD;;Nee;Z-156402;;;;25.800;;;;;;;
Dataset-Fysiek_object-11279738;11279738;606-308-1000312115;606 Kruising K85 1:4,5;Kruising;606;Almelo;Niet van toepassing;Niet van toepassing;22;Oost;32;Twente;INGB;B;0.629000;0.641000;0.012000;M;K85;VRIJ;;1000;1000;32B;P1208-606;2016113;2021-09-09 00:00;288456;308;B;820cd26b-b247-40e7-a52a-30ccc24e724e;2011-10-01 00:00;Dataverbetering;ProRail;;WBB;2056-10-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;B: Centr bed en middel belast;54E1;Geen;Steenslag 31,5/50;415091;Ja;Geen;;Beton;45;IV;1:4,5;K85;2011-10-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2011-10-01 00:00;WIJZIGEN;AML;BBK (<=28cm);BBK (<=28cm);Ballast op zand;5,0;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10657094;10657094;586-308-1000312025;586 Kruising K2525 1:4,5;Kruising;586;Amsterdam Centraal;Niet van toepassing;Niet van toepassing;41;Midden;9;Amsterdam;INGB;B;80.234000;80.242000;0.008000;M;K2525;VRIJ;;1000;1000;09B;P2108-586;2012631;2022-07-19 00:00;P1002958;308;B;609f5bd6-3866-4112-afa3-358f24e06e81;2003-01-01 00:00;Dataverbetering;ProRail;;ONBEKEND;2048-01-01 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;414773;Ja;Geen;;Beton;45;I;1:4,5;K2525;2003-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;;SANEREN;ASD;BBK (<=28cm);Objectregistratie (<=1.5m);Ballast op zand;4,5;Nee;2199-01-01 00:00;2029-12-31 00:00;GEEN LTD;;Nee;Z-156402;;;;25.800;;;;;;;
Dataset-Fysiek_object-11506165;11506165;478-308-1000312161;478 Kruising K1033 1:9;Kruising;478;Rotterdam Europoort 4;Niet van toepassing;Niet van toepassing;53;Zee-Zevenaar;4;Europoort;INGB;B;0.417000;0.458000;0.041000;M;K1033;VRIJ;;1000;1000;04B;;;2021-09-09 00:00;288456;308;B;fb7f47e6-6c18-4232-a750-335683cbbae3;2014-04-01 00:00;Dataverbetering;ProRail;;voestalpine WBN BV;2049-04-01 00:00;2: 80.000 < Tf <= 130.000;Indirecte bevestiging;> 25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;414581;Ja;Geen;2025-01-01 00:00;Beton;35;IV;1:9;K1033;2014-04-01 00:00;Niet van toepassing;ProRail;;2014-04-01 00:00;WIJZIGEN;MVT;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;Z-166414;;;;;;;;;;;
Dataset-Fysiek_object-11454139;11454139;614-308-1000312141;614 Kruising K2151 1:4,5;Kruising;614;s Hertogenbosch;Niet van toepassing;Niet van toepassing;31;Zuid-West;21;Den Bosch;INGB;B;47.869000;47.876000;0.007000;M;K2151;VRIJ;;1000;1000;21B;;2018445;2022-04-22 00:00;P1002958;308;B;0b2fa43a-504f-4cac-ab44-a47d016bb726;2013-07-12 00:00;Dataverbetering;ProRail;KRWL 54E1 1:9 spafst 4,50 m;Vossloh Cogifer Kloos;2048-07-12 00:00;3: 40.000 < Tf <= 80.000;Indirecte bevestiging;15-25 cm;Hoofdspoor;A: Centr bed en intens. belast;54E1;Geen;Steenslag 31,5/50;415090;Ja;Geen;;Beton;35;IV;1:4,5;K2151;2013-07-12 00:00;Niet van toepassing;ProRail;Niet van toepassing;;WIJZIGEN;HT;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
Dataset-Fysiek_object-10636343;10636343;542-308-1000312003;542 Kruising K1261 1:4,5;Kruising;542;Dordrecht;Niet van toepassing;Niet van toepassing;52;Zuid-Holland-Zuid;5;Dordrecht;INGB;B;29.890000;29.910000;0.020000;M;K1261;VRIJ;Ldv TVVJ 01.01.2016;1000;1000;05B;P2308-542;2017593;2021-07-21 00:00;P1005295;308;B;57fe9ab6-13c3-42bd-be11-1e670e6b51ca;2017-05-08 00:00;Dataverbetering;ProRail;;VCK;2062-05-08 00:00;4: 20.000 < Tf <= 40.000;Indirecte bevestiging;15-25 cm;Hoofdspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;UNICAAT;Ja;Geen;2013-01-01 00:00;Beton;45;IV;1:4,5;K1261;2017-05-08 00:00;Niet van toepassing;ProRail;Niet van toepassing;;1 OP 1 VERVANGING;DDR;BBK (<=28cm);BBK (<=28cm);Ballast op zand;Afwijkende spoorafstand;Nee;;;1541217;Nee;Nee;K-006020;;;;;;geogrid + filtervlies;Tensar GEOGRIDS;FV-2205-110406;;;
Dataset-Fysiek_object-10673306;10673306;514-308-1000312043;514 Kruising K906 1:4,5;Kruising;514;Nijmegen;Niet van toepassing;Niet van toepassing;22;Oost;28;Maas en Waal;INGB;B;18.007000;18.013000;0.006000;M;K906;VRIJ;;1000;1000;28B;P1208-514;2016621;2021-09-09 00:00;288456;308;B;92fc22fc-85be-408c-ad6e-7aacea861010;2004-01-01 00:00;Dataverbetering;ProRail;;ONBEKEND;2064-01-01 00:00;6: Tf <= 5.000 (lichtst bel.);Indirecte bevestiging;> 25 cm;Zijspoor;D: Niet centraal bed. wissel;54E1;Geen;Steenslag 31,5/50;420306;Ja;Geen;;Beton;60;IV;1:4,5;K906;2004-01-01 00:00;Niet van toepassing;ProRail;Niet van toepassing;2004-01-01 00:00;WIJZIGEN;NMREP;BBK (<=28cm);BBK (<=28cm);Ballast op zand;4,5;Nee;;;GEEN LTD;Nee;Nee;;;;;;;;;;;;
